Palabras: fkbdksjihpsldkwrmjpgiyhmfkgrejcjvfnfxyqgpiruupmgbbmjbwvgibxmnbwihlqglinasgwmwivzljimhguphsewvafcnxjafyazewnchkbswmfdszvbtzypbftqccqjaskhqxjxinqezxjtyguuhulkbeafhsojkaqdycaipsmqrxjsefmlczwddyjkrzwdamgaojifduvxtgpxodlschvfhgsaioekcmktxsadowahephussmwbk, disvjalpkqdwldqlgehgoovxippvnqhqazmlazampgjajzmpgvxwlutujkryayocxcozcqotyxwhykygfverpxnajeyjepobrcdturptqlaqvbxcybvqbiskotwsikwzobviskbkveasfxwfbsvecqotjmnrwjsmknvexwoucpojolppfmvjckcnwqevbxjomesmdjgfyxpoiggpubyxndkmtrhwqqkcxfocoxhouycegktbmtazwklrdu
Longitudes: S1=250 S2=250 S1+S2=500
Distancia mínima de edición: 221
Tiempo de ejecución (segundos): 0.00297787
Operaciones necesarias para la distancia mínima de edición:
Eliminación en posición 0 de f | Costo: 1
Sustitución en posición 349: j -> c | Costo: 1
Sustitución en posición 350: i -> y | Costo: 1
Sustitución en posición 351: o -> s | Costo: 1
Sustitución en posición 352: r -> k | Costo: 1
Sustitución en posición 353: c -> x | Costo: 1
Sustitución en posición 354: n -> r | Costo: 1
Inserción en posición 374 de c | Costo: 1
Sustitución en posición 356: u -> z | Costo: 1
Sustitución en posición 357: t -> k | Costo: 1
Sustitución en posición 358: u -> b | Costo: 1
Sustitución en posición 359: v -> m | Costo: 1
Sustitución en posición 360: h -> a | Costo: 1
Sustitución en posición 361: i -> l | Costo: 1
Sustitución en posición 362: f -> i | Costo: 1
Sustitución en posición 363: c -> e | Costo: 1
Sustitución en posición 365: q -> b | Costo: 1
Sustitución en posición 366: g -> h | Costo: 1
Sustitución en posición 367: s -> w | Costo: 1
Sustitución en posición 368: o -> b | Costo: 1
Sustitución en posición 369: l -> d | Costo: 1
Inserción en posición 390 de c | Costo: 1
Inserción en posición 391 de i | Costo: 1
Sustitución en posición 371: o -> f | Costo: 1
Sustitución en posición 372: n -> j | Costo: 1
Sustitución en posición 373: d -> t | Costo: 1
Sustitución en posición 374: p -> l | Costo: 1
Sustitución en posición 375: h -> l | Costo: 1
Sustitución en posición 376: m -> c | Costo: 1
Sustitución en posición 378: g -> j | Costo: 1
Sustitución en posición 379: t -> w | Costo: 1
Sustitución en posición 381: q -> i | Costo: 1
Sustitución en posición 382: j -> q | Costo: 1
Sustitución en posición 383: q -> i | Costo: 1
Sustitución en posición 384: s -> k | Costo: 1
Sustitución en posición 385: w -> p | Costo: 1
Sustitución en posición 386: b -> u | Costo: 1
Sustitución en posición 387: o -> n | Costo: 1
Sustitución en posición 388: s -> d | Costo: 1
Sustitución en posición 390: l -> y | Costo: 1
Sustitución en posición 391: z -> m | Costo: 1
Sustitución en posición 392: g -> b | Costo: 1
Inserción en posición 415 de n | Costo: 1
Sustitución en posición 394: d -> i | Costo: 1
Sustitución en posición 395: z -> q | Costo: 1
Sustitución en posición 396: h -> o | Costo: 1
Sustitución en posición 397: l -> n | Costo: 1
Sustitución en posición 398: s -> n | Costo: 1
Sustitución en posición 399: x -> s | Costo: 1
Sustitución en posición 400: w -> v | Costo: 1
Sustitución en posición 401: p -> u | Costo: 1
Sustitución en posición 402: l -> b | Costo: 1
Sustitución en posición 403: j -> p | Costo: 1
Sustitución en posición 404: u -> f | Costo: 1
Sustitución en posición 405: d -> m | Costo: 1
Sustitución en posición 407: g -> u | Costo: 1
Sustitución en posición 408: s -> x | Costo: 1
Sustitución en posición 409: b -> r | Costo: 1
Sustitución en posición 410: a -> t | Costo: 1
Sustitución en posición 411: r -> f | Costo: 1
Sustitución en posición 412: r -> h | Costo: 1
Sustitución en posición 413: j -> c | Costo: 1
Sustitución en posición 414: j -> r | Costo: 1
Sustitución en posición 415: l -> x | Costo: 1
Sustitución en posición 416: i -> w | Costo: 1
Sustitución en posición 417: k -> f | Costo: 1
Sustitución en posición 419: a -> t | Costo: 1
Sustitución en posición 420: i -> f | Costo: 1
Sustitución en posición 421: l -> o | Costo: 1
Sustitución en posición 422: b -> w | Costo: 1
Sustitución en posición 423: q -> z | Costo: 1
Sustitución en posición 424: c -> b | Costo: 1
Sustitución en posición 425: f -> g | Costo: 1
Sustitución en posición 427: l -> r | Costo: 1
Sustitución en posición 428: q -> t | Costo: 1
Sustitución en posición 429: h -> c | Costo: 1
Sustitución en posición 432: z -> w | Costo: 1
Sustitución en posición 433: y -> p | Costo: 1
Sustitución en posición 434: a -> g | Costo: 1
Sustitución en posición 435: t -> d | Costo: 1
Sustitución en posición 437: t -> b | Costo: 1
Sustitución en posición 438: a -> x | Costo: 1
Sustitución en posición 439: u -> b | Costo: 1
Sustitución en posición 440: u -> s | Costo: 1
Sustitución en posición 441: c -> q | Costo: 1
Sustitución en posición 442: n -> i | Costo: 1
Sustitución en posición 443: n -> c | Costo: 1
Sustitución en posición 444: l -> u | Costo: 1
Sustitución en posición 445: z -> a | Costo: 1
Eliminación en posición 447 de v | Costo: 1
Sustitución en posición 448: j -> t | Costo: 1
Sustitución en posición 449: z -> h | Costo: 1
Sustitución en posición 450: v -> b | Costo: 1
Sustitución en posición 451: t -> o | Costo: 1
Sustitución en posición 453: z -> q | Costo: 1
Eliminación en posición 455 de r | Costo: 1
Eliminación en posición 456 de e | Costo: 1
Eliminación en posición 457 de b | Costo: 1
Sustitución en posición 458: e -> l | Costo: 1
Sustitución en posición 459: w -> t | Costo: 1
Sustitución en posición 460: k -> t | Costo: 1
Sustitución en posición 461: p -> a | Costo: 1
Eliminación en posición 463 de j | Costo: 1
Eliminación en posición 464 de o | Costo: 1
Eliminación en posición 465 de o | Costo: 1
Eliminación en posición 466 de f | Costo: 1
Eliminación en posición 467 de r | Costo: 1
Eliminación en posición 468 de j | Costo: 1
Eliminación en posición 469 de f | Costo: 1
Eliminación en posición 472 de h | Costo: 1
Eliminación en posición 473 de d | Costo: 1
Sustitución en posición 474: t -> y | Costo: 1
Sustitución en posición 475: u -> e | Costo: 1
Sustitución en posición 477: s -> n | Costo: 1
Sustitución en posición 478: q -> m | Costo: 1
Sustitución en posición 479: n -> f | Costo: 1
Eliminación en posición 482 de h | Costo: 1
Eliminación en posición 483 de g | Costo: 1
Sustitución en posición 484: m -> e | Costo: 1
Sustitución en posición 486: x -> h | Costo: 1
Sustitución en posición 487: s -> x | Costo: 1
Sustitución en posición 488: v -> c | Costo: 1
Sustitución en posición 489: b -> l | Costo: 1
Eliminación en posición 491 de i | Costo: 1
Eliminación en posición 492 de t | Costo: 1
Eliminación en posición 493 de e | Costo: 1
Eliminación en posición 494 de t | Costo: 1
Eliminación en posición 495 de j | Costo: 1
Eliminación en posición 496 de s | Costo: 1
Eliminación en posición 497 de y | Costo: 1
Sustitución en posición 498: a -> c | Costo: 1
Sustitución en posición 499: e -> m | Costo: 1
--------------------------------------

Palabras: klozygmlbfoquupaxemexbjtlgwwzajmmznkhzxiglzdgqdfwsjwtupecldeooqandmuejemvdpdvvisnrogofnsrswfgmhtptpvetibxzeuummhgcquidmbvjibxpwpklkoeuqdwuaqjmaprqlbvxesimvidtxnejbketqaoqszeuovkzyhycbjqyrtroixzmidfyfvoausukqhjqqkvstlqmhkaphbbpfjpmgfobyjlqsxiihdcapvmyhopoptgwcvlibzlbkztewbpdftfwotwvjlmaeszgpmrqnetadoezqtexnlvdgrbrensjhtrwfipupiusxzupuaojojpucqmgfgrmbjkitzcikxbjyxyuxmelxtiblwhscbefkonfqpoaorjmohjnvnbuijvvfenjftorhbxzsnzheivurejotkidvfyamnjtgzlqakptxpcdzxxtcghxtsbozbrlpchxcsneefxbwbevzdodlyaeqbvpfmduokrqehvimuliwpfxuuafscmkehbltefjqycwfxgrtrbrihocbqkvtwhzdikynphfnjcviimecqvmxmracbxvxeucmgabxjhlvlidvwjxmfmjrdjvegrdmnfzwhatqhglsorolanxfzjyeuuidnnpcsoyzpsqyydtpujavyzcaibefxnimaxqvopufjmdjqyymhahiakiknmpmbxyexozlfvsqkvacwaofbwnbgvlvidhjafpzvokbmer, watyyumdviryqolnyouirbzqxodaahtwjnwhjineteelupztetbxvcnuqswsapqlemtnxgtqmxbgnaztwcqtffpxylqaailfvgusookalnjaqkvmnnhutwrthjvjsgqppljdztgmgrnwbikqwrmrpemwphgjpwygjhkiasvjlkfousfsjrlzxxxpgfywexcngowhitsvfzkbrpudifeifbxlhvhlumabcykntciydsavjwysbeaifzuoudbrpcsuaehuipulkuitqilumncsmyijckatmunoawiiofvyzetsmhozustjrbutnumbqcqsaaaofvohbibqppplhkuanotbkiccmsumvwdaurjvbklszcejmalarhdbpfgdaapvzuxtohqprcktgoetqpvhwylnfrsftkaueynsfekyiurokxjangklgxbmqtrjfugkutebzozhktwwqhzfojruguiwpchvwnfsjltiausmnqjexillteizyqxqsglqwsihddpfyjslzdrxldkehufileyfmjyidipimhokqixqlppyuzedullhpjobummzvdijkwtdestrjipdjvhfgumxedaarmamqixcgsfmladukuaupjbvdqujtukkhmzzwwdcplocltwypyuehvbllvwgpiryuszsqduhokjbdizsgtyorbbcyzloieoewoxotrwjefkjnmewfcmygpdeoouwsjbqzaesrabxinhxzlthphfvwi
Longitudes: S1=750 S2=750 S1+S2=1500
Distancia mínima de edición: 668
Tiempo de ejecución (segundos): 0.0271788
Operaciones necesarias para la distancia mínima de edición:
Sustitución en posición 0: k -> w | Costo: 1
Sustitución en posición 1: l -> a | Costo: 1
Sustitución en posición 2: o -> t | Costo: 1
Sustitución en posición 3: z -> y | Costo: 1
Sustitución en posición 5: g -> u | Costo: 1
Sustitución en posición 7: l -> d | Costo: 1
Sustitución en posición 8: b -> v | Costo: 1
Sustitución en posición 9: f -> i | Costo: 1
Sustitución en posición 10: o -> r | Costo: 1
Sustitución en posición 11: q -> y | Costo: 1
Sustitución en posición 12: u -> q | Costo: 1
Sustitución en posición 13: u -> o | Costo: 1
Sustitución en posición 14: p -> l | Costo: 1
Sustitución en posición 15: a -> n | Costo: 1
Sustitución en posición 16: x -> y | Costo: 1
Sustitución en posición 17: e -> o | Costo: 1
Sustitución en posición 18: m -> u | Costo: 1
Sustitución en posición 19: e -> i | Costo: 1
Sustitución en posición 20: x -> r | Costo: 1
Eliminación en posición 22 de j | Costo: 1
Sustitución en posición 23: t -> z | Costo: 1
Sustitución en posición 24: l -> q | Costo: 1
Sustitución en posición 25: g -> x | Costo: 1
Sustitución en posición 26: w -> o | Costo: 1
Sustitución en posición 27: w -> d | Costo: 1
Sustitución en posición 28: z -> a | Costo: 1
Sustitución en posición 30: j -> h | Costo: 1
Sustitución en posición 31: m -> t | Costo: 1
Sustitución en posición 32: m -> w | Costo: 1
Sustitución en posición 33: z -> j | Costo: 1
Sustitución en posición 35: k -> w | Costo: 1
Eliminación en posición 37 de z | Costo: 1
Sustitución en posición 38: x -> j | Costo: 1
Eliminación en posición 40 de g | Costo: 1
Sustitución en posición 41: l -> n | Costo: 1
Sustitución en posición 42: z -> e | Costo: 1
Sustitución en posición 43: d -> t | Costo: 1
Sustitución en posición 44: g -> e | Costo: 1
Sustitución en posición 45: q -> e | Costo: 1
Sustitución en posición 46: d -> l | Costo: 1
Sustitución en posición 47: f -> u | Costo: 1
Sustitución en posición 48: w -> p | Costo: 1
Sustitución en posición 49: s -> z | Costo: 1
Sustitución en posición 50: j -> t | Costo: 1
Sustitución en posición 51: w -> e | Costo: 1
Sustitución en posición 53: u -> b | Costo: 1
Sustitución en posición 54: p -> x | Costo: 1
Sustitución en posición 55: e -> v | Costo: 1
Sustitución en posición 57: l -> n | Costo: 1
Sustitución en posición 58: d -> u | Costo: 1
Sustitución en posición 59: e -> q | Costo: 1
Sustitución en posición 60: o -> s | Costo: 1
Sustitución en posición 61: o -> w | Costo: 1
Sustitución en posición 62: q -> s | Costo: 1
Inserción en posición 61 de p | Costo: 1
Inserción en posición 62 de q | Costo: 1
Sustitución en posición 64: n -> l | Costo: 1
Sustitución en posición 65: d -> e | Costo: 1
Inserción en posición 66 de t | Costo: 1
Inserción en posición 67 de n | Costo: 1
Sustitución en posición 67: u -> x | Costo: 1
Sustitución en posición 68: e -> g | Costo: 1
Sustitución en posición 69: j -> t | Costo: 1
Sustitución en posición 70: e -> q | Costo: 1
Inserción en posición 73 de x | Costo: 1
Sustitución en posición 72: v -> b | Costo: 1
Sustitución en posición 73: d -> g | Costo: 1
Sustitución en posición 74: p -> n | Costo: 1
Sustitución en posición 75: d -> a | Costo: 1
Sustitución en posición 76: v -> z | Costo: 1
Sustitución en posición 77: v -> t | Costo: 1
Sustitución en posición 78: i -> w | Costo: 1
Sustitución en posición 79: s -> c | Costo: 1
Sustitución en posición 80: n -> q | Costo: 1
Sustitución en posición 81: r -> t | Costo: 1
Sustitución en posición 82: o -> f | Costo: 1
Sustitución en posición 83: g -> f | Costo: 1
Sustitución en posición 84: o -> p | Costo: 1
Sustitución en posición 85: f -> x | Costo: 1
Sustitución en posición 86: n -> y | Costo: 1
Sustitución en posición 87: s -> l | Costo: 1
Sustitución en posición 88: r -> q | Costo: 1
Sustitución en posición 89: s -> a | Costo: 1
Sustitución en posición 90: w -> a | Costo: 1
Sustitución en posición 91: f -> i | Costo: 1
Sustitución en posición 92: g -> l | Costo: 1
Sustitución en posición 93: m -> f | Costo: 1
Sustitución en posición 94: h -> v | Costo: 1
Sustitución en posición 95: t -> g | Costo: 1
Sustitución en posición 96: p -> u | Costo: 1
Sustitución en posición 97: t -> s | Costo: 1
Sustitución en posición 98: p -> o | Costo: 1
Sustitución en posición 99: v -> o | Costo: 1
Sustitución en posición 100: e -> k | Costo: 1
Sustitución en posición 101: t -> a | Costo: 1
Sustitución en posición 102: i -> l | Costo: 1
Sustitución en posición 103: b -> n | Costo: 1
Sustitución en posición 104: x -> j | Costo: 1
Sustitución en posición 105: z -> a | Costo: 1
Sustitución en posición 106: e -> q | Costo: 1
Sustitución en posición 107: u -> k | Costo: 1
Sustitución en posición 108: u -> v | Costo: 1
Sustitución en posición 110: m -> n | Costo: 1
Sustitución en posición 111: h -> n | Costo: 1
Sustitución en posición 112: g -> h | Costo: 1
Sustitución en posición 113: c -> u | Costo: 1
Sustitución en posición 114: q -> t | Costo: 1
Sustitución en posición 115: u -> w | Costo: 1
Sustitución en posición 116: i -> r | Costo: 1
Sustitución en posición 117: d -> t | Costo: 1
Sustitución en posición 118: m -> h | Costo: 1
Sustitución en posición 119: b -> j | Costo: 1
Inserción en posición 124 de s | Costo: 1
Sustitución en posición 122: i -> g | Costo: 1
Sustitución en posición 123: b -> q | Costo: 1
Sustitución en posición 124: x -> p | Costo: 1
Sustitución en posición 126: w -> l | Costo: 1
Sustitución en posición 127: p -> j | Costo: 1
Sustitución en posición 128: k -> d | Costo: 1
Sustitución en posición 129: l -> z | Costo: 1
Sustitución en posición 130: k -> t | Costo: 1
Sustitución en posición 131: o -> g | Costo: 1
Sustitución en posición 132: e -> m | Costo: 1
Sustitución en posición 133: u -> g | Costo: 1
Sustitución en posición 134: q -> r | Costo: 1
Sustitución en posición 135: d -> n | Costo: 1
Inserción en posición 140 de b | Costo: 1
Sustitución en posición 137: u -> i | Costo: 1
Sustitución en posición 138: a -> k | Costo: 1
Inserción en posición 144 de w | Costo: 1
Sustitución en posición 140: j -> r | Costo: 1
Sustitución en posición 142: a -> r | Costo: 1
Inserción en posición 149 de e | Costo: 1
Sustitución en posición 144: r -> m | Costo: 1
Sustitución en posición 145: q -> w | Costo: 1
Sustitución en posición 146: l -> p | Costo: 1
Sustitución en posición 147: b -> h | Costo: 1
Sustitución en posición 148: v -> g | Costo: 1
Sustitución en posición 149: x -> j | Costo: 1
Sustitución en posición 150: e -> p | Costo: 1
Sustitución en posición 151: s -> w | Costo: 1
Sustitución en posición 152: i -> y | Costo: 1
Sustitución en posición 153: m -> g | Costo: 1
Sustitución en posición 154: v -> j | Costo: 1
Sustitución en posición 155: i -> h | Costo: 1
Sustitución en posición 156: d -> k | Costo: 1
Sustitución en posición 157: t -> i | Costo: 1
Sustitución en posición 158: x -> a | Costo: 1
Sustitución en posición 159: n -> s | Costo: 1
Sustitución en posición 160: e -> v | Costo: 1
Sustitución en posición 162: b -> l | Costo: 1
Eliminación en posición 164 de e | Costo: 1
Eliminación en posición 165 de t | Costo: 1
Eliminación en posición 166 de q | Costo: 1
Sustitución en posición 167: a -> f | Costo: 1
Sustitución en posición 169: q -> u | Costo: 1
Eliminación en posición 171 de z | Costo: 1
Sustitución en posición 172: e -> f | Costo: 1
Sustitución en posición 173: u -> s | Costo: 1
Sustitución en posición 174: o -> j | Costo: 1
Sustitución en posición 175: v -> r | Costo: 1
Sustitución en posición 176: k -> l | Costo: 1
Sustitución en posición 178: y -> x | Costo: 1
Sustitución en posición 179: h -> x | Costo: 1
Sustitución en posición 180: y -> x | Costo: 1
Sustitución en posición 181: c -> p | Costo: 1
Sustitución en posición 182: b -> g | Costo: 1
Sustitución en posición 183: j -> f | Costo: 1
Sustitución en posición 184: q -> y | Costo: 1
Sustitución en posición 185: y -> w | Costo: 1
Sustitución en posición 186: r -> e | Costo: 1
Sustitución en posición 187: t -> x | Costo: 1
Sustitución en posición 188: r -> c | Costo: 1
Sustitución en posición 189: o -> n | Costo: 1
Sustitución en posición 190: i -> g | Costo: 1
Sustitución en posición 191: x -> o | Costo: 1
Sustitución en posición 192: z -> w | Costo: 1
Sustitución en posición 193: m -> h | Costo: 1
Sustitución en posición 195: d -> t | Costo: 1
Sustitución en posición 196: f -> s | Costo: 1
Sustitución en posición 197: y -> v | Costo: 1
Sustitución en posición 199: v -> z | Costo: 1
Sustitución en posición 200: o -> k | Costo: 1
Sustitución en posición 201: a -> b | Costo: 1
Sustitución en posición 202: u -> r | Costo: 1
Sustitución en posición 203: s -> p | Costo: 1
Eliminación en posición 205 de k | Costo: 1
Eliminación en posición 206 de q | Costo: 1
Sustitución en posición 207: h -> d | Costo: 1
Sustitución en posición 208: j -> i | Costo: 1
Sustitución en posición 209: q -> f | Costo: 1
Sustitución en posición 210: q -> e | Costo: 1
Sustitución en posición 211: k -> i | Costo: 1
Sustitución en posición 212: v -> f | Costo: 1
Sustitución en posición 213: s -> b | Costo: 1
Sustitución en posición 214: t -> x | Costo: 1
Sustitución en posición 216: q -> h | Costo: 1
Sustitución en posición 217: m -> v | Costo: 1
Sustitución en posición 219: k -> l | Costo: 1
Sustitución en posición 220: a -> u | Costo: 1
Sustitución en posición 221: p -> m | Costo: 1
Sustitución en posición 222: h -> a | Costo: 1
Inserción en posición 224 de c | Costo: 1
Sustitución en posición 224: b -> y | Costo: 1
Sustitución en posición 225: p -> k | Costo: 1
Sustitución en posición 226: f -> n | Costo: 1
Sustitución en posición 227: j -> t | Costo: 1
